,Bachelor_s,total_popu,Per_capita,Median_num,Median_val,All_famili,Unemployme,vegetation,Median_fam,impervious,Bachelor_p
0,1.7,2064,16648,5.3,381400,498,14,0.44725738,59931,84.455696,0.08236434
1,0,1574,12864,4.4,585400,336,12,0.06748466,24594,90.515337,0
2,13.5,3484,23811,4.9,489500,776,11.4,0.34170854,58125,86.643216,0.3874856
3,0,0,17919,0,0,0,0,3.22610723,0,63.911422,0
4,4.4,2586,19270,4.8,457600,596,21.3,0.35353535,64732,87.040404,0.1701469
5,16.9,2018,17694,4.7,569700,488,13.8,0.96907216,49020,87.819588,0.8374628
6,10,5005,18254,4.9,431800,1042,21.5,0.14932127,52681,87.927602,0.1998002
7,14.3,2380,21053,3.8,0,615,15.2,7.94680851,16759,72.154255,0.6008403
8,20.8,3149,18962,4.2,503200,688,2.7,1.52066116,53647,77.309917,0.6605272
9,11.6,8577,0,4,492300,1912,6.1,0,44137,90.039427,0.1352454
10,13.6,6132,27123,3.6,313500,1447,10.2,5.94648829,42330,77.003344,0.2217873
11,14,5947,34338,4.8,573900,1359,3.7,0.70860927,57206,86.470199,0.2354128
12,3.6,4101,17027,3.7,354500,946,5,2.10810811,42471,72.193694,0.08778347
13,23.1,6453,22935,4.3,236000,1599,10.7,2.33797909,34734,77.348432,0.357973
14,24.2,5583,36692,3.9,379000,1030,3.9,0.05263158,63952,88.929825,0.4334587
15,14.1,5560,20958,3.7,226800,1105,5.7,2.93430657,55121,83.317518,0.2535971
16,13.6,1443,20764,4.4,596400,359,0,0.76131687,71167,85.621399,0.9424809
17,39.1,1210,22173,3.9,477900,235,3,1.04166667,71199,88.845238,3.231405
18,4.8,3530,43838,4.2,294400,669,11.5,1.17674419,40861,75.709302,0.1359773
19,5.8,2307,32766,6,438800,466,5.6,6.85434174,75731,50.591036,0.2514088
20,19.7,3699,0,4.9,591000,977,6.3,4.53874539,81420,75.559041,0.5325764
21,23.6,1254,27703,3.9,588000,265,13.1,2.71502591,76571,77.953368,1.881978
22,0,2004,22193,5.3,350400,437,8,2.16595745,61250,75.259574,0
23,0,2795,18699,5,390300,586,17.7,6.06598985,41406,67.593909,0
24,0,1279,19952,5.5,345500,332,14.2,5.7375,42283,68.1,0
25,16.5,6470,18906,3.7,409400,1322,11.2,0.52727273,49623,86.554545,0.2550232
26,6.3,4065,21528,3.7,513400,881,3.5,4.71291866,50081,79.84689,0.1549815
27,11.2,1947,20380,4.1,365200,347,31.3,2.82653061,58558,72.295918,0.575244
28,49.5,3241,22835,4.2,579200,361,4.9,0,53578,93.64441,1.527306
29,0,0,37033,0,0,0,0,10.92335766,0,1.471455,0
30,2.6,7210,32625,4.8,367400,1617,23.7,2.50444444,30750,64.226667,0.03606103
31,18.5,7099,39982,4.4,461000,1485,2.1,3.73173804,62222,72.298489,0.2606001
32,33.1,6865,26271,5.7,639400,1738,12.5,7.29846154,84570,70.311795,0.4821559
33,28.5,6740,34752,5,580500,1769,6.6,4.93340494,83676,70.860365,0.4228487
34,31.9,3730,28924,6.1,653400,999,0,5.42344828,76042,72.343448,0.8552279
35,9.7,1830,23121,5.4,356100,393,13.5,4.15384615,69063,71.408654,0.5300546
36,7.1,8706,22221,3.2,324500,2154,6.4,0,36588,90.818182,0.08155295
37,9.1,2598,17927,5.3,304300,460,2.7,1.56976744,45260,82.430233,0.3502694
38,5.5,8114,22847,3.9,236300,1709,12.4,1.71848739,46267,86.071429,0.06778408
39,0,1716,23758,5,361000,403,0.9,2.06134969,66724,82.404908,0
40,0,2557,20984,4.6,343800,540,9.9,6.37563452,39750,65.862944,0
41,12.6,6016,41373,3.4,247100,1356,10.9,1.66497462,52756,76.812183,0.2094415
42,0,1717,28184,5.2,322200,358,7.1,4.52486188,73214,72.78453,0
43,21.3,4714,22588,3.4,269800,1051,5.4,1.35233161,61857,79.507772,0.4518456
44,6.7,1616,28793,5.6,350700,367,12.9,1.85714286,75798,78.369458,0.414604
45,6.8,4143,22828,5.2,375500,908,10.9,3.95168067,68682,74.897059,0.1641323
46,24.4,3939,41717,5.8,707500,936,10.1,7.86001181,97803,65.893089,0.6194466
47,3.6,2502,39663,4.9,609200,554,0,1.12582781,73750,83.228477,0.1438849
48,8.8,4085,18588,5.1,322500,975,13.3,3.45093946,66712,55.604384,0.2154223
49,16.9,2102,23785,5.9,1000000,577,0,3.97191011,100789,69.654494,0.8039962
50,15,2149,43221,6.3,691600,574,5.5,9.32478632,101000,64.680342,0.6979991
51,5.5,2296,25448,6.2,699100,639,10.5,4.6878453,90625,66.754144,0.239547
52,26.5,2577,26241,5.6,631000,720,1.4,4.08435374,93818,72.163265,1.028328
53,14.8,6375,0,5,427900,1765,8.4,11.96491228,91864,57.239766,0.2321569
54,5,3983,25737,4.5,432300,844,24.5,2.76934985,51540,56.786378,0.1255335
55,0,1210,20106,2.8,0,73,67.6,4.30362117,13750,73.615599,0
56,0,0,21130,0,0,0,0,18.08519553,0,38.518156,0
57,14.6,6370,0,4.8,585400,1028,8.2,0.25915493,25879,89.512676,0.2291994
58,29.8,2319,26550,4.7,631600,502,19.9,3.71521036,77625,73.556634,1.285037
59,36.7,1678,35511,6,677200,401,6.3,15.78455285,80464,59.28252,2.187128
60,25.1,3994,37650,5.9,496200,930,6.3,0.40661939,74659,82.510638,0.6284427
61,20.8,2155,22901,5.1,588800,577,2.1,12.70959596,80924,63.313131,0.9651972
62,31.1,3580,18695,4.1,511300,853,8.3,8.29534884,90000,67.704651,0.8687151
63,38.7,2176,17606,6.6,643400,652,18.8,13.53024194,111731,59.03629,1.778493
64,47.3,5539,32525,7.5,770000,1499,4.6,30.42857143,170833,55.714286,0.8539448
65,7.5,4470,18111,3.9,850500,1000,16.1,0.4591195,55625,87.238994,0.1677852
66,2.1,3709,14647,3.5,0,825,14.7,1.05440415,34559,80.515544,0.05661903
67,57,4353,103664,3.6,1000000,972,9.5,1.5078125,240441,78.054688,1.309442
68,23.3,2632,86573,2.9,510900,611,1.8,1.21153846,129167,81.076923,0.8852584
69,0,2153,37575,4,343300,534,10.7,0,28603,84.428571,0
70,0,4580,17255,3.2,306600,1225,0,1.27319588,52421,75.56701,0
71,7.7,4177,17978,3.4,468400,1071,0,1.67068273,52090,81.004016,0.1843428
72,20.6,4367,26619,3.3,289800,1047,0,6.14925373,50496,74.668657,0.4717197
73,20.7,2122,9983,3.3,378600,440,7.5,0,49211,89.825397,0.9754948
74,15.3,5911,21293,3.4,378900,1209,11.7,4.28070175,50679,82.447368,0.2588395
75,9.5,4716,21727,3.4,962500,1209,25,1.38983051,44000,85.915254,0.2014419
76,40.8,5240,21998,3.1,816900,1102,5.5,3.85545723,51125,83.112094,0.778626
77,7.8,3208,32393,3.7,170300,652,0,35.04761905,72250,27.047619,0.2431421
78,52.2,1277,32702,6.1,571400,371,10.8,1.07106599,127202,82.659898,4.087706
79,5.6,1794,28617,5.3,468400,457,11.9,0.28735632,85278,86.712644,0.3121516
80,18.2,2582,34266,5,448200,676,9.4,0.52195122,77375,83.404878,0.7048799
81,8.3,1373,35991,5.6,480600,373,0,0.04504505,92933,86.902703,0.6045157
82,49.1,2226,31092,5.7,511500,573,8,0.67455621,97000,84.532544,2.20575
83,21.1,1957,0,6,497400,535,2.4,0.18934911,75810,86.532544,1.078181
84,7.7,1692,32013,5.2,465800,450,0.4,0.14785992,84656,91.599222,0.4550827
85,0,0,19803,0,0,0,0,12.41009605,0,19.12352,0
86,0,1789,29468,4.6,419600,389,14.7,0.19170984,102986,88.160622,0
87,13.5,1967,28977,5.9,445400,500,6.7,0.8115942,104250,84.270531,0.6863244
88,17,1933,22606,5.3,434900,444,5.1,0.13793103,104583,83.609195,0.879462
89,13,2031,26156,5.4,384800,455,2.1,0.09677419,61607,89.349462,0.6400788
90,2.4,2999,29533,5,450000,721,1.6,0.0619469,95433,88.743363,0.08002668
91,11.4,1799,32331,5.5,480100,492,11.8,1.56,100495,82.204444,0.6336854
92,21.7,5852,0,5.8,694600,1661,6.6,2.78998243,86994,76.373462,0.3708134
93,0,16,37311,0,0,3,0,19.54385965,0,31.663831,0
94,0,0,22004,0,0,0,0,5.79431513,0,0,0
95,4.7,2168,29451,4.4,565100,606,22.4,0.14204545,66875,86.806818,0.2167897
96,15.2,3111,29166,4.5,481900,800,21.3,1.3554007,82209,83.275261,0.4885889
97,23.4,1989,29394,5.2,466500,499,19.7,0.20465116,83063,86.139535,1.176471
98,20.1,2329,34614,5.8,423000,625,11.2,0.5709571,64397,84.650165,0.8630313
99,10.7,2963,20964,5.6,461600,707,19.9,0.02793296,66837,84.486034,0.3611205
100,8.3,5000,11714,4.6,771400,976,4.8,0,31933,92.359447,0.166
101,4.6,6057,27960,4.8,585900,1073,6.6,0,41000,92.153846,0.07594519
102,0,2423,13541,4.4,546500,484,12.5,0.16,43980,93.622857,0
103,28.8,3449,34007,3.7,816600,685,16.7,1.07434944,37941,82.873606,0.8350246
104,3.4,3574,13321,4.6,587800,690,3.6,0.11827957,42676,90.946237,0.09513151
105,12.5,4213,10417,4.9,686900,787,13.5,0.05357143,28309,91.589286,0.2967007
106,48.8,3434,23292,3.7,709100,504,11.3,1.00564972,71500,82.536723,1.421083
107,27.7,4798,20208,4.2,795500,1028,9.4,4.98453608,42756,75.510309,0.5773239
108,13.5,5453,13289,4.2,1000000,1209,5.4,0.26737968,40212,87.566845,0.2475701
109,21.6,4306,19532,4.5,632600,754,9.9,0.35897436,37195,83.794872,0.5016256
110,9.6,5470,13727,4.1,1000000,1244,5.3,0.15873016,38594,88.042328,0.1755027
111,13,4464,11598,3.9,601000,672,10.6,1.6746988,50417,81.355422,0.2912186
112,17.3,4421,19241,4.2,888900,904,0,0,42287,88.563158,0.3913142
113,10.2,2936,16259,5.3,763900,682,12.8,1.95734597,48882,85.810427,0.3474114
114,29.2,3523,18471,4.9,718100,750,2.8,0,41875,90.674419,0.8288391
115,8.2,3885,27936,3.9,672100,925,23.7,0.3027027,51967,81.021622,0.2110682
116,24.1,3552,18875,4.9,691500,829,7.8,0,47887,91.895288,0.678491
117,11.1,2880,25529,4.2,654100,685,0,0,59038,94.05102,0.3854167
118,10.6,3853,21583,3.9,703100,634,11.6,0.38378378,44487,79.318919,0.2751103
119,17,1575,22476,4.3,656300,386,7.5,0.65151515,41490,92.5,1.079365
120,10.8,3256,30513,3.9,548100,732,19.7,2.14285714,34297,77.928571,0.3316953
121,23.9,5307,18488,3.8,634800,1345,7.6,0,51003,93.550505,0.4503486
122,37.9,2346,10361,4,763100,453,9.2,1.23076923,57880,79.604396,1.615516
123,10.9,3243,19420,4.3,618900,793,0,0,42000,91.984536,0.3361085
124,22.9,1997,19148,4.2,489100,337,9.3,0.24509804,33018,88.627451,1.14672
125,18,1574,19542,4,287500,348,15,1.91111111,22313,81.1,1.143583
126,14.3,3610,25597,4.4,619600,879,11.3,0,47404,91.43956,0.3961219
127,24.9,4279,31324,4.5,597900,1113,12,1.51702128,72799,71.265957,0.5819117
128,11.7,6339,31700,5.4,545900,1547,10,7.88490099,91045,61.09901,0.1845717
129,10.7,2951,25865,4.1,693400,763,19.8,3.44444444,49185,75.868056,0.362589
130,9.1,5805,23070,3.3,386100,1300,20.8,0.30769231,39577,89.307692,0.1567614
131,3.1,6654,36921,3.3,0,1669,1.7,10.14132762,38214,62.263383,0.04658852
132,13.5,2512,17494,5.5,368700,636,10.3,3.68621701,68295,75.146628,0.5374204
133,0,1023,35955,4.5,471700,216,2.5,0.83796296,81910,88.135802,0
134,8.3,5067,46927,4.7,378700,1163,16.6,1.16444444,55980,69.104444,0.163805
135,13.9,3409,30733,6.6,874100,840,1.9,26.20236088,101696,42.31113,0.4077442
136,9,2569,19126,6.4,453100,546,11.9,12.08551483,90769,60.895288,0.3503309
137,3.5,1668,32393,6.5,415700,439,2,2.55051546,86250,70.142268,0.2098321
138,9.6,4604,19625,3.4,472700,1213,15.4,11.37617555,34441,60.717868,0.2085143
139,0.7,12663,18386,4.6,376600,2092,13,4.25925926,32112,71.923077,0.005527916
140,22.1,4155,22148,5,382200,914,12.5,3.2723036,64491,76.985353,0.5318893
141,11.6,4257,21279,4.9,426800,989,8,0.85760518,46437,88.187702,0.2724924
142,20.5,3511,32911,3.1,271400,761,4,0.58653846,61484,93.25,0.5838792
143,37.9,1831,24251,4,667200,422,14.9,1.07065217,54844,84.733696,2.069907
144,0,2858,34308,5.1,542500,696,7.6,0.4548495,68175,84.658863,0
145,12,1173,21814,3.7,644200,281,21.9,0,46700,92.523026,1.023018
146,10.7,4925,24729,3.4,277800,1031,1.7,0,42110,88.771654,0.2172589
147,17.1,1628,31592,8,1000000,408,0,28.88778055,111083,30.945137,1.050369
148,0,5258,13921,3,337500,1070,7.8,0.37214137,48042,55.931393,0
149,12.1,3930,20866,4.7,473100,723,9.2,5.59011628,56023,74.039244,0.307888
150,52.6,3976,35418,3.5,730700,870,10.6,0,72000,89.810651,1.322938
151,11.5,7478,19157,5.1,406900,1679,8.4,2.13344595,68147,72.373311,0.1537844
152,27.3,5782,36926,4.8,496600,1381,3.7,5.03656999,64196,79.67087,0.472155
153,27.7,1831,23079,6.7,1000000,498,0,14.20152091,153523,44.728137,1.512835
154,4.5,2072,0,3.7,431800,488,13.6,0.31323529,64000,90.908824,0.2171815
155,0,5603,28743,6.3,367900,1265,17.5,0,89041,74.428571,0
156,24.3,3709,21213,5.5,441000,746,5.2,3.55963303,46762,75.510703,0.6551631
157,4.5,1642,22252,4,469000,382,2.3,5.23595506,107644,57.816479,0.274056
158,28.3,2164,25854,5.7,476800,512,15.3,5,98403,72.189655,1.307763
159,17.5,2852,20946,5,519500,693,10.7,0.1,72952,84.113333,0.6136045
160,0,3697,28545,4,0,1017,18,10.62225705,31007,39.87931,0
161,47.4,3707,24952,3.3,219500,792,0,0,56536,85.135135,1.278662
162,0,913,17010,4.6,244200,228,0,1.98085167,56638,28.294656,0
163,19.2,3704,12427,3.9,305800,951,13.3,1.29003559,62689,84.220641,0.5183585
164,4.4,2054,14241,4.2,345200,400,27.4,1.79433368,70882,85.178384,0.2142162
165,6,3456,18216,4.6,390000,920,3.7,0.86666667,49519,83.966667,0.1736111
166,1.8,3361,13792,4.5,460800,864,0.8,0.32653061,57381,80.510204,0.05355549
167,4.6,3936,22608,4.1,383900,906,8.5,0,42179,86.417989,0.1168699
168,0,3898,10755,4.2,433900,1019,26,0.17391304,41157,86.193237,0
169,7.7,4347,16363,4.2,360500,979,9.6,0.27014218,27311,85.165877,0.1771337
170,0,2011,16095,5,335100,529,0,0.15525114,44393,80.105023,0
171,27.1,6293,35397,6.5,435500,1663,16.2,0,120250,86.5,0.4306372
172,34.7,3825,94064,7.7,557400,998,2.1,0,130350,76.333333,0.9071895
173,11.6,1855,13560,5.1,421700,399,23.5,11.63283582,43352,70.107463,0.6253369
174,0,3088,11736,4.6,501900,775,12.6,0.5625,39808,81.630682,0
175,6.7,3092,15070,4.4,423300,728,8.8,0.16847826,23669,80.597826,0.2166882
176,0,4397,23010,3.9,362500,1120,6.2,0,20200,86.067797,0
177,7.8,1915,11611,4.2,339200,461,7.9,0.19047619,28929,76.303571,0.4073107
178,0,2929,14516,4,372100,710,17.7,0.31527094,48235,80.596059,0
179,7.7,1817,17271,4.2,369700,451,12.4,0,33293,87.888889,0.4237755
180,5.8,2546,15022,4.5,467400,619,10.4,1.44827586,50430,79.351724,0.2278083
181,0,3107,15673,3.3,442100,770,6.6,1.38011696,45824,83.409357,0
182,5.4,3956,17572,3.5,421300,884,7.6,0.75423729,50268,84.826271,0.1365015
183,5.8,1693,20264,3.7,442000,400,0,0.63461538,48125,89.262821,0.3425871
184,0,0,14575,0,0,0,0,14.42219542,0,31.31725,0
185,10,3081,13469,3.8,557100,711,11.7,0.41134752,65224,85.22695,0.3245699
186,4,2642,12910,3.7,341800,667,6.5,0.93478261,34722,82.405797,0.1514005
187,3.9,5079,10513,3.7,411600,1026,16,0,42340,87.747826,0.07678677
188,9.5,2896,12884,3.9,432300,636,21.5,0,48633,85.462069,0.3280387
